DRG Definition,Provider State, Average Covered Charges ,Average Medicare Payments
313 - CHEST PAIN,WA,49936.91755714444,3106.3953376034806
313 - CHEST PAIN,OK,33063.25247875923,7137.122247231547
314 - ABDOMINAL PAIN,VA,30141.814756824344,8794.457454674923
316 - FEVER,KS,7678.059915378846,5213.2020671616365
317 - BACK PAIN,IA,17299.79944996508,8905.986070262468
313 - CHEST PAIN,CT,46609.82097312181,7061.830302831225
314 - ABDOMINAL PAIN,CA,20941.070143515994,8461.075993276892
314 - ABDOMINAL PAIN,RI,34774.394021026295,7169.4930069431275
314 - ABDOMINAL PAIN,CA,49977.33576884247,10541.614197441602
316 - FEVER,NC,16838.137122509354,3514.76413192286
317 - BACK PAIN,AZ,30923.639555652222,5050.863479331283
316 - FEVER,AZ,36339.700671599596,8193.010429331995
315 - HEADACHE,MN,12408.226095443682,7275.56058662228
314 - ABDOMINAL PAIN,MN,11690.265366328194,7699.583471445805
315 - HEADACHE,HI,25533.8560246178,12645.128338565757
313 - CHEST PAIN,AZ,22361.56347916802,13635.979898968388
313 - CHEST PAIN,IL,37139.69465857912,5984.025401970841
316 - FEVER,NJ,8127.894715186381,13036.692723435666
317 - BACK PAIN,WY,48747.49806833107,8505.478383484293
315 - HEADACHE,LA,5642.464175862456,6285.8474314346495
317 - BACK PAIN,DE,32059.257095126803,14825.47285205614
316 - FEVER,IN,30318.466814032476,12897.621497210008
313 - CHEST PAIN,AK,11062.207889137659,14931.039829038433
317 - BACK PAIN,CA,11791.21922210884,5018.289413139056
317 - BACK PAIN,HI,40670.486950758204,4726.112087374304
313 - CHEST PAIN,SD,44940.31062857074,9040.535435330872
315 - HEADACHE,MO,17735.763464769632,10663.725120414647
313 - CHEST PAIN,LA,24708.378378315578,5052.72111040022
317 - BACK PAIN,CT,20974.77684672591,13325.168017062511
315 - HEADACHE,MD,8264.615584399335,9384.161743960361
315 - HEADACHE,CO,35294.19107071142,7931.301998647769
313 - CHEST PAIN,NC,42133.68206625606,10224.644075124543
317 - BACK PAIN,HI,18719.57108260432,10619.44455566747
316 - FEVER,GA,49557.91071338232,3513.39937180553
317 - BACK PAIN,NV,8413.320077705972,14998.712000460591
314 - ABDOMINAL PAIN,IN,34780.58212165344,7367.034921653706
316 - FEVER,MD,25170.260653674002,3738.5117629187544
315 - HEADACHE,MI,25097.085549799514,13227.878097306182
316 - FEVER,MO,25594.052721509313,14916.224150547747
315 - HEADACHE,SC,16640.67982106428,12796.302110593082
315 - HEADACHE,CA,37200.32722995046,13222.58987831815
316 - FEVER,MO,37470.94367382621,10511.221370633411
315 - HEADACHE,OR,17707.869954762216,14067.906938651195
315 - HEADACHE,AZ,42588.79073863026,3428.8626207296106
314 - ABDOMINAL PAIN,CA,19258.02246426485,12200.686355450413
317 - BACK PAIN,RI,37629.1905793944,11048.522740008906
317 - BACK PAIN,TN,10444.989538042988,3595.0196462880267
314 - ABDOMINAL PAIN,WY,12591.573926168556,9527.682947717753
316 - FEVER,OR,19210.8040028713,9180.724149094434
313 - CHEST PAIN,NY,31724.319545053768,11298.41070092372
313 - CHEST PAIN,VA,34048.01684654147,3930.3769393100706
313 - CHEST PAIN,MT,22836.02773853637,12663.345423940944
314 - ABDOMINAL PAIN,TN,8502.761889973131,4672.841304138056
314 - ABDOMINAL PAIN,IN,21813.559344172594,8023.9753615424725
315 - HEADACHE,CA,35994.53821816182,13575.456090019632
313 - CHEST PAIN,WV,35194.795750864214,9726.379265945958
316 - FEVER,IA,12208.838594244924,7555.090965056812
316 - FEVER,IN,5350.278662103522,3578.4269045500414
313 - CHEST PAIN,NV,38884.17277832526,11067.28220642066
313 - CHEST PAIN,CT,9786.567487335968,14838.561183681408
313 - CHEST PAIN,LA,8705.711478392848,13941.556785100594
314 - ABDOMINAL PAIN,PA,5121.554757537356,11607.552930881135
314 - ABDOMINAL PAIN,TN,24467.059668061727,4263.51429907134
314 - ABDOMINAL PAIN,AZ,27646.87554053665,5873.28112080473
317 - BACK PAIN,OR,33694.88207668658,5242.188233439445
316 - FEVER,LA,18322.872832066365,7265.539683067744
316 - FEVER,TX,36969.1122374051,5826.206733498426
315 - HEADACHE,AK,12619.93358331237,5933.273351660318
314 - ABDOMINAL PAIN,IN,42439.55238996563,10400.759224504869
317 - BACK PAIN,AK,30733.17480007005,6824.431871536602
317 - BACK PAIN,NH,31275.04205174218,11125.954517669677
316 - FEVER,VT,14439.893620059865,14374.675909754165
314 - ABDOMINAL PAIN,NE,8334.893718517471,10661.734999358869
315 - HEADACHE,MN,25912.616138630216,12019.880126524455
314 - ABDOMINAL PAIN,WI,32702.53783650615,12018.964983394055
313 - CHEST PAIN,VT,9277.090639775852,6968.433460791732
314 - ABDOMINAL PAIN,AZ,47774.0513537675,3179.495935121226
313 - CHEST PAIN,OR,49118.646210476305,3660.5755559305735
313 - CHEST PAIN,IL,29545.551292662138,6384.723010614702
315 - HEADACHE,MO,47753.11198730328,11274.518203891177
316 - FEVER,CO,13075.035691138388,13880.19766377951
314 - ABDOMINAL PAIN,MA,6143.930833078621,14505.579146288956
313 - CHEST PAIN,SD,6773.429088067547,3310.1839660808814
314 - ABDOMINAL PAIN,SD,31438.061574205058,14881.046947593253
316 - FEVER,IN,7773.884754657059,6869.9666202803255
316 - FEVER,TX,48134.55230708392,13115.474738821384
317 - BACK PAIN,WA,11386.994484172936,5163.545528361365
316 - FEVER,IL,18712.52627238404,3754.77909128231
315 - HEADACHE,IN,42013.30108992568,7540.26508875225
313 - CHEST PAIN,HI,14843.314539684188,13307.104662368316
317 - BACK PAIN,OH,15933.580630455677,5649.898990533793
315 - HEADACHE,TN,33903.90301059582,4847.487909022106
314 - ABDOMINAL PAIN,KY,17423.873982016805,13917.651947402286
313 - CHEST PAIN,WA,14785.143530346513,14260.04643145751
316 - FEVER,OR,16437.99714375459,3150.5783902669073
313 - CHEST PAIN,AZ,27079.137470332706,11729.22884898578
314 - ABDOMINAL PAIN,CO,48474.494272916694,6710.49283835192
317 - BACK PAIN,NE,42450.70737025527,7496.452439606275
317 - BACK PAIN,ID,17807.461905207972,8629.235699417879
317 - BACK PAIN,DE,21351.7943824144,8121.491642094234
316 - FEVER,HI,25903.051272683482,9179.685419785263
315 - HEADACHE,UT,49051.83411576457,9988.340588880195
315 - HEADACHE,OK,12757.571075107207,8587.146058055092
313 - CHEST PAIN,AZ,21086.739657134727,11418.762485874211
316 - FEVER,FL,37824.174229222175,11623.219954105703
317 - BACK PAIN,NY,48377.468042102446,8284.31036911434
317 - BACK PAIN,ID,12005.384574390697,4709.557777045303
314 - ABDOMINAL PAIN,WA,15232.097938745559,10687.667055841473
314 - ABDOMINAL PAIN,DE,15156.26034756936,12275.480548208507
317 - BACK PAIN,WA,5941.941327143308,10657.314254447396
317 - BACK PAIN,AK,32185.20312414273,10056.657190161786
316 - FEVER,CT,35181.63833656522,5752.943894815276
315 - HEADACHE,TX,32113.6650556364,10741.644489831098
314 - ABDOMINAL PAIN,NC,8209.534523576645,7018.274574914543
315 - HEADACHE,MA,8115.355658553426,14034.70635375942
316 - FEVER,OK,14467.394952235582,10844.64111311977
317 - BACK PAIN,CA,18063.253206451158,6338.156120499632
315 - HEADACHE,KY,40394.46451595213,8675.122912367162
317 - BACK PAIN,MT,12172.561958701452,13158.975310620533
317 - BACK PAIN,IL,6984.149737888946,7025.56741419177
313 - CHEST PAIN,DE,22729.43784708748,9305.286841828573
315 - HEADACHE,SD,23737.647656386413,11156.039679018271
315 - HEADACHE,LA,25290.83021850294,12054.3520659209
317 - BACK PAIN,WA,42210.65948121358,5086.706100776939
316 - FEVER,ID,9410.243669192378,9781.827656127469
313 - CHEST PAIN,CT,36677.3937089883,13946.398805954417
317 - BACK PAIN,MS,20207.550697038085,14620.317378116328
314 - ABDOMINAL PAIN,NV,18949.106139596148,10873.740510712298
314 - ABDOMINAL PAIN,WV,46964.440673869096,14803.929649919828
313 - CHEST PAIN,CT,16181.083598753392,9848.822987713691
316 - FEVER,SC,33913.932590271485,8311.2603573712
317 - BACK PAIN,AK,17380.749081924143,9619.04950737895
315 - HEADACHE,MN,27821.47471881733,4388.5487311622655
313 - CHEST PAIN,MA,40383.180166832506,7820.591036224653
316 - FEVER,MT,44677.51355823172,8500.860636366346
315 - HEADACHE,KS,42741.375813277264,13183.533584651737
314 - ABDOMINAL PAIN,AZ,31198.133126508794,12103.783112909367
314 - ABDOMINAL PAIN,NJ,16196.734190219995,10217.119022697609
315 - HEADACHE,FL,34755.50224678396,7167.326818515239
313 - CHEST PAIN,RI,36945.72706008236,5244.415028311885
314 - ABDOMINAL PAIN,AZ,5481.139555107564,7173.180250975535
317 - BACK PAIN,OH,24764.472991934355,11157.648851509583
315 - HEADACHE,MN,42946.79192697939,6156.453589020397
315 - HEADACHE,CA,27031.441830937132,8122.640348509991
314 - ABDOMINAL PAIN,WI,19011.89489734945,7641.242818580185
313 - CHEST PAIN,CO,44230.899696109824,12187.080765492723
317 - BACK PAIN,SD,12014.631388841257,13605.444747121732
313 - CHEST PAIN,ME,14290.035458729017,11392.451481731723
316 - FEVER,SC,35931.756512126,7099.22713119641
316 - FEVER,RI,20859.617368695872,8198.124587710648
314 - ABDOMINAL PAIN,NM,37085.75760802005,4720.201848644657
314 - ABDOMINAL PAIN,NY,12096.662956677135,5017.169373199318
314 - ABDOMINAL PAIN,HI,16352.109032038066,4971.51081031818
316 - FEVER,KS,12049.132026363508,4567.036290735723
313 - CHEST PAIN,UT,47880.964110357934,5154.974742109562
313 - CHEST PAIN,WY,23243.178238291584,5432.258430940292
314 - ABDOMINAL PAIN,VA,20174.89594596017,4342.1513255715945
317 - BACK PAIN,ME,5639.097027684412,10683.128662610725
313 - CHEST PAIN,MS,11903.791073489934,14884.818414986396
316 - FEVER,OH,23951.113530912477,13550.240935827072
315 - HEADACHE,KY,8082.625665735233,3547.2326859130344
315 - HEADACHE,SC,27983.26982777976,8076.705710360698
315 - HEADACHE,OR,25475.69473090015,13311.726950793267
317 - BACK PAIN,OK,39522.56631549584,4616.097815903957
314 - ABDOMINAL PAIN,NH,34691.12156301425,13171.741759824512
316 - FEVER,AK,25067.62873942582,10112.40765405479
317 - BACK PAIN,NM,15109.731504728215,14175.582631153342
316 - FEVER,IN,37708.860470801286,13512.469371173102
316 - FEVER,TX,36853.79465543919,11124.411864704609
314 - ABDOMINAL PAIN,KY,11898.327223192435,10893.871918472345
315 - HEADACHE,CO,46163.83241414312,5557.970428702898
314 - ABDOMINAL PAIN,NH,7898.230220676943,4401.035605896102
317 - BACK PAIN,SD,7476.696900172228,7984.72115962558
317 - BACK PAIN,WA,13430.768794809215,5238.960473917497
317 - BACK PAIN,MA,45925.73591219471,4229.000612133107
314 - ABDOMINAL PAIN,MO,28399.91558166148,6627.9207992747215
316 - FEVER,NV,40457.3414302805,13325.879313559783
316 - FEVER,NM,15252.943463442527,3205.777848220335
313 - CHEST PAIN,WA,27059.98885941834,6511.652180666108
317 - BACK PAIN,NV,21123.0258630747,8088.626222573907
316 - FEVER,NE,42252.28731797867,9126.836995383439
313 - CHEST PAIN,DE,6017.199771165198,5178.930100595871
316 - FEVER,UT,15972.92284847474,14570.642398056372
317 - BACK PAIN,WI,11865.840093607045,9946.476522866273
315 - HEADACHE,SC,43663.50674247062,9265.326564684528
317 - BACK PAIN,CO,26039.47323621946,3105.871067164094
314 - ABDOMINAL PAIN,MS,23189.901975194727,8828.584552752085
316 - FEVER,NH,25226.724294548592,13052.04755346221
316 - FEVER,OK,48736.604781605085,5635.7345166149125
314 - ABDOMINAL PAIN,KS,43262.03274511659,7214.4908206369555
314 - ABDOMINAL PAIN,NC,36786.59473326384,3246.8575762523465
315 - HEADACHE,NE,18071.553165046458,14723.130170805542
316 - FEVER,WY,12432.78497833015,3799.8215655364897
316 - FEVER,NY,46464.5133061004,13778.653486914833
315 - HEADACHE,MD,24038.398525841727,6755.852570165456
313 - CHEST PAIN,GA,17544.010976088313,10050.676823830543
315 - HEADACHE,NJ,26191.437188793596,11151.78647959204
317 - BACK PAIN,SD,46303.134026915846,4689.950009173374
316 - FEVER,CA,22418.029102608194,8325.112533364027
314 - ABDOMINAL PAIN,AZ,30318.844876164476,6905.593202959708
317 - BACK PAIN,NJ,41133.48354988551,3679.229587265584
316 - FEVER,ID,24220.963897177604,12998.32385271817
315 - HEADACHE,OH,15509.381086686573,3542.013077969733
317 - BACK PAIN,SC,49753.658677236504,10839.095513806402
316 - FEVER,ID,48045.68858534718,6768.9285170381645
313 - CHEST PAIN,NV,42956.56261064813,5305.5519264223985
313 - CHEST PAIN,OH,35976.82457236652,11005.032616026543
314 - ABDOMINAL PAIN,MI,18268.95326313636,9894.45257431447
316 - FEVER,SD,46103.58221738144,6783.075088497959
313 - CHEST PAIN,NY,17400.050155455294,9155.52897911087
315 - HEADACHE,SC,41036.427260457465,5954.845214474513
316 - FEVER,WV,46321.61755735878,13364.357508032306
315 - HEADACHE,AK,32135.17281934602,6765.825363925939
315 - HEADACHE,NV,41137.52980510305,5941.836354618377
313 - CHEST PAIN,PA,40626.2794640786,12022.004532715813
316 - FEVER,ID,13692.098800444095,3211.1098559269785
317 - BACK PAIN,WI,35056.601311823804,6216.140785032903
313 - CHEST PAIN,ME,9206.05716069996,7504.742647814078
313 - CHEST PAIN,AL,27853.25644118666,13586.855541496581
316 - FEVER,OR,12300.599666325987,14405.30163058013
316 - FEVER,OR,23735.727445839424,11597.735602967397
315 - HEADACHE,NY,42484.193361429694,8910.381372115917
316 - FEVER,NH,49422.5527833592,10687.458588692265
315 - HEADACHE,SD,19308.1924246828,7968.012620175997
313 - CHEST PAIN,AL,28938.006445242947,6585.909982184014
314 - ABDOMINAL PAIN,MT,28008.411096671985,14408.256817675541
317 - BACK PAIN,VT,47948.06794239797,4384.682748119086
313 - CHEST PAIN,SC,26536.267959474808,7156.722816601308
316 - FEVER,MA,36459.779242986406,13789.067519527118
317 - BACK PAIN,AZ,46480.51548988368,11677.697167049002
314 - ABDOMINAL PAIN,AK,21802.035179157803,3349.217415875719
314 - ABDOMINAL PAIN,ME,45595.500721042445,3277.1960810909654
315 - HEADACHE,VA,46285.52998509561,9198.149551494895
317 - BACK PAIN,HI,46879.81267852088,8811.03667476026
315 - HEADACHE,CO,17170.078346214188,8315.89846387582
313 - CHEST PAIN,GA,23016.00174214813,6628.125142068107
317 - BACK PAIN,AK,44167.815870156584,14839.664637763668
313 - CHEST PAIN,OK,21162.282092618843,6263.847875800578
315 - HEADACHE,SC,32011.38648200773,8880.482477286743
317 - BACK PAIN,NY,10312.452826702338,7858.717161876795
315 - HEADACHE,HI,7532.374465005834,5042.993111540905
317 - BACK PAIN,CA,23539.729527147767,5431.425829503343
315 - HEADACHE,IL,31051.243966672286,14019.632904117276
314 - ABDOMINAL PAIN,PA,22671.460101152363,13299.356674271461
315 - HEADACHE,MI,30998.10965723789,5388.531669844228
314 - ABDOMINAL PAIN,AZ,28178.796927730327,13507.951486914162
315 - HEADACHE,WI,35856.825317873416,5510.23356097011
317 - BACK PAIN,CT,34228.95939794254,10518.555860972365
317 - BACK PAIN,WY,24091.056644296103,3975.3662798483256
317 - BACK PAIN,AZ,24124.785818893848,13564.435515109419
316 - FEVER,AZ,11335.02530055044,3618.0035935856035
313 - CHEST PAIN,HI,28095.73574434066,9659.314671013639
317 - BACK PAIN,CO,31423.06076610635,12356.53830216462
314 - ABDOMINAL PAIN,WV,26442.02288092218,4402.016836928175
317 - BACK PAIN,NE,19656.830078914954,7853.763210002262
316 - FEVER,MI,37474.18449132811,3503.4018178806014
314 - ABDOMINAL PAIN,WA,8359.774009035084,11193.03092807951
316 - FEVER,NE,46149.81663893213,6689.395139536224
314 - ABDOMINAL PAIN,SC,5928.954779560698,9712.742935661641
315 - HEADACHE,VA,48305.756004722505,14192.78724504434
313 - CHEST PAIN,NE,25806.00204205981,6670.297295938108
313 - CHEST PAIN,FL,23570.147480159354,3583.5296596233325
316 - FEVER,CO,16539.980785843465,11107.533212384405
313 - CHEST PAIN,KS,5453.201067452743,12442.09361417001
316 - FEVER,KY,17365.56189898099,14494.422718530912
316 - FEVER,AL,9922.996645715028,4893.610524307989
316 - FEVER,KY,34691.937921202756,7705.679101393798
313 - CHEST PAIN,RI,19358.37375443268,13129.685520305698
316 - FEVER,AZ,39523.06977816477,12682.456719226553
313 - CHEST PAIN,WI,14311.228430575262,10497.548488006349
316 - FEVER,NY,45510.568584444925,6232.422542432327
317 - BACK PAIN,IN,28534.168179762466,6408.423487809331
316 - FEVER,KY,10152.778841104164,4488.03593548971
314 - ABDOMINAL PAIN,VT,23038.035604406552,14062.244085430915
316 - FEVER,MI,14304.223583139274,5075.1781756733435
315 - HEADACHE,AK,13985.844177568064,9874.639214158877
316 - FEVER,NV,27786.6381943494,10012.217003785354
314 - ABDOMINAL PAIN,SC,35235.14070363677,7435.265294343226
314 - ABDOMINAL PAIN,NE,46022.81924765427,7230.221532065461
313 - CHEST PAIN,SC,27597.290484364403,11023.061022699356
317 - BACK PAIN,WV,48462.74487762486,7659.573335382468
316 - FEVER,MT,47373.568343301595,6061.3847200560085
313 - CHEST PAIN,ID,43927.81384929622,7789.580428800371
317 - BACK PAIN,FL,27498.976923308837,12691.944931986553
316 - FEVER,FL,11340.67746595926,14597.741461574227
315 - HEADACHE,OH,14805.701141692321,10631.402765446139
316 - FEVER,DE,34145.150122038904,12385.214705809278
314 - ABDOMINAL PAIN,SC,23978.974112788826,9393.898335751323
314 - ABDOMINAL PAIN,MI,11606.073428929838,10497.877705121253
315 - HEADACHE,FL,26554.72701376897,14857.039880838718
313 - CHEST PAIN,MI,5784.374547592067,8261.026376422938
317 - BACK PAIN,MA,38025.291690481696,3795.056363450399
316 - FEVER,FL,8311.15825203609,14484.083013832256
314 - ABDOMINAL PAIN,WV,33310.11289604535,12516.740650842572
313 - CHEST PAIN,NY,40685.46384315198,7779.724414362856
315 - HEADACHE,CA,10968.974350428449,14788.740643473226
314 - ABDOMINAL PAIN,NJ,28338.741079970565,7146.429004183514
315 - HEADACHE,WY,40058.038146176135,7465.442352096345
316 - FEVER,GA,16728.505464065063,10316.77623827905
317 - BACK PAIN,KS,12331.24668507286,6292.16863386428
314 - ABDOMINAL PAIN,NM,20156.85999353556,11382.857821568792
314 - ABDOMINAL PAIN,NE,29961.462946249212,4834.2036474060715
316 - FEVER,HI,30887.58176846375,4296.303832297843
313 - CHEST PAIN,NJ,10889.435005595915,9418.536090769867
317 - BACK PAIN,KY,25590.598145328724,9665.924188732813
314 - ABDOMINAL PAIN,PA,17072.698799276954,4279.860835556287
317 - BACK PAIN,MA,42891.089812922786,14570.115133573812
314 - ABDOMINAL PAIN,WA,19110.880942881384,9879.439891285005
317 - BACK PAIN,RI,42741.70360402368,4812.419909963113
315 - HEADACHE,MN,24285.407567080645,6737.310291987588
314 - ABDOMINAL PAIN,DE,37696.3594621904,12602.810567197952
317 - BACK PAIN,MS,27952.710284486464,9278.778334386381
313 - CHEST PAIN,TX,32988.318085893945,5257.780182558667
315 - HEADACHE,TN,22791.04298876224,4234.1876647416575
315 - HEADACHE,NJ,39569.30455133708,8169.292946849818
313 - CHEST PAIN,KY,24133.522260814625,7048.976504237211
317 - BACK PAIN,SC,25585.774096361984,10871.008229783682
316 - FEVER,NH,28295.540070393075,14102.963843413985
313 - CHEST PAIN,WY,42432.085327369256,5972.763429289906
317 - BACK PAIN,SC,34672.05178706592,13262.807199394141
313 - CHEST PAIN,NY,20712.21739545874,14045.543741342406
313 - CHEST PAIN,IA,35164.38352916943,13824.031193638817
314 - ABDOMINAL PAIN,OH,33909.19578538598,14424.927959345225
317 - BACK PAIN,GA,46895.8674145867,13105.303465551304
316 - FEVER,NV,42863.73962114075,10121.832064760041
314 - ABDOMINAL PAIN,MO,34135.11156880617,7918.153184522903
313 - CHEST PAIN,IN,20367.819980781962,8900.253432405254
313 - CHEST PAIN,NE,40080.940198757125,13471.346098531023
313 - CHEST PAIN,NJ,30884.373187826044,6616.78052900619
317 - BACK PAIN,AZ,49337.14946454057,4911.140332093133
317 - BACK PAIN,VT,16137.77578564118,4689.830617605542
314 - ABDOMINAL PAIN,NH,8584.512841889913,12923.935318860005
316 - FEVER,NH,8145.131534957645,12137.828235961173
314 - ABDOMINAL PAIN,FL,33801.36747582562,8971.744092556099
315 - HEADACHE,MS,47266.710301018575,6298.457137105837
313 - CHEST PAIN,NJ,5086.936143117733,11131.358106511336
313 - CHEST PAIN,CO,37659.69711309998,3461.197169189638
313 - CHEST PAIN,UT,34567.93321398254,9818.733787999936
314 - ABDOMINAL PAIN,DE,37953.68864987596,7781.102024873564
314 - ABDOMINAL PAIN,UT,20993.2433043051,14734.315605743623
313 - CHEST PAIN,PA,41922.34000960348,9090.722989326312
314 - ABDOMINAL PAIN,TX,7011.811913848787,9627.213029403214
317 - BACK PAIN,NV,38994.39952799124,11548.35196131383
317 - BACK PAIN,WV,17018.237360708947,8814.461773507759
314 - ABDOMINAL PAIN,AK,26457.69986861322,5694.823431321017
313 - CHEST PAIN,MT,42018.63222007492,9447.334158581376
314 - ABDOMINAL PAIN,GA,17211.156583601165,14331.226450688646
314 - ABDOMINAL PAIN,NV,13334.338023975206,7918.931858021662
314 - ABDOMINAL PAIN,AL,35659.093340654785,11155.691459996076
315 - HEADACHE,MS,29002.770117806205,14736.41026662822
317 - BACK PAIN,HI,28148.174093578302,12959.067755801887
316 - FEVER,UT,16554.62819920609,10908.409596999885
316 - FEVER,MT,6569.613761901244,11831.957859966173
315 - HEADACHE,AZ,23462.11122492726,14237.7989762049
314 - ABDOMINAL PAIN,CT,9795.176621049559,14517.02525280428
315 - HEADACHE,CT,45769.511779214095,14627.617563863949
315 - HEADACHE,AK,6856.264556227874,10507.699538430265
313 - CHEST PAIN,ME,24424.288438297164,7616.539798382839
317 - BACK PAIN,MS,7351.051266537254,4597.837547475599
316 - FEVER,AK,9299.474355414484,7626.576016084835
314 - ABDOMINAL PAIN,IL,34649.00001149099,14315.465456827429
316 - FEVER,MN,34120.00674383425,13677.564967108676
316 - FEVER,RI,6487.34876957479,9283.915944754543
317 - BACK PAIN,MA,5050.916380439159,9444.087439127088
316 - FEVER,SD,8546.81347592528,6707.044195139634
316 - FEVER,MO,39334.9503970374,8454.094680845777
315 - HEADACHE,WY,31305.94127381782,11573.381927272741
317 - BACK PAIN,MA,6715.321033482122,7829.168707773503
313 - CHEST PAIN,AL,26964.365714277228,5255.806464912406
314 - ABDOMINAL PAIN,AL,37041.321067450306,9490.314945900933
316 - FEVER,LA,44102.812757036285,5704.042937451935
314 - ABDOMINAL PAIN,AL,47031.642079655474,14691.4506721512
313 - CHEST PAIN,WA,19734.825332933,7684.078968143449
314 - ABDOMINAL PAIN,NM,11112.459278596958,13915.979659309394
313 - CHEST PAIN,TX,15661.666432915135,5706.647959243492
315 - HEADACHE,WI,39927.71714181007,5270.508063669317
316 - FEVER,AZ,48716.78967690398,10402.813548476848
313 - CHEST PAIN,WV,25987.712781217124,12352.548939639848
314 - ABDOMINAL PAIN,ID,18740.89460965054,9801.174766228509
316 - FEVER,MO,24313.57618820155,5757.548203263113
315 - HEADACHE,MN,18716.591509030957,3454.732354607953
316 - FEVER,VA,16541.938544321943,10419.465854292062
313 - CHEST PAIN,WA,31718.78385832308,4572.44670438658
315 - HEADACHE,NE,5708.119116809498,7118.116644387975
314 - ABDOMINAL PAIN,IN,16679.85118992447,11109.417044054779
315 - HEADACHE,AL,34762.19350302451,4176.281286995183
315 - HEADACHE,MO,6442.821333806226,4527.01775740747
317 - BACK PAIN,HI,8744.081742902075,3739.9944876888494
315 - HEADACHE,OR,18202.826515360313,14952.949546881919
315 - HEADACHE,MO,44501.21593740432,7644.921223218975
316 - FEVER,NH,39419.87720743833,13869.542012815615
314 - ABDOMINAL PAIN,PA,5997.048323730958,6523.027661091385
316 - FEVER,KY,27577.076750982134,12038.43078168595
316 - FEVER,TN,17360.93722943375,5628.799395748547
313 - CHEST PAIN,KY,34189.05465779283,8979.896515779004
316 - FEVER,LA,37469.924716705755,12895.388871549356
317 - BACK PAIN,KS,43828.81597081771,12796.012786740992
317 - BACK PAIN,KY,26393.73066968064,12531.368608352093
313 - CHEST PAIN,KS,49750.2539845513,12884.812956462634
314 - ABDOMINAL PAIN,OK,49099.37482791992,5537.667375670551
314 - ABDOMINAL PAIN,ID,44697.502601196495,8786.595270724638
316 - FEVER,AL,30869.12728211319,8818.457695165904
316 - FEVER,KS,22910.289687671677,13686.02984817495
316 - FEVER,NE,21397.383956290323,6562.701952793146
314 - ABDOMINAL PAIN,CA,5545.613753948517,14177.95072066858
315 - HEADACHE,VT,16212.852375906494,8409.548835673188
317 - BACK PAIN,CO,37346.3705727124,11037.444038129026
315 - HEADACHE,OR,32163.444495187996,6226.597347352013
315 - HEADACHE,IN,46238.99851253901,7923.577281975688
314 - ABDOMINAL PAIN,HI,7251.002011245104,11517.611184829684
315 - HEADACHE,ID,11987.447142979878,9152.965702212112
313 - CHEST PAIN,ME,40515.970520845854,14168.496140260006
316 - FEVER,OK,21132.843403790022,11845.499590769728
313 - CHEST PAIN,SD,10325.540017304505,9772.835106127199
317 - BACK PAIN,TX,49840.27272950401,13640.037079826498
316 - FEVER,UT,40426.26362012133,10986.676665464933
315 - HEADACHE,CA,23393.346654115514,10767.845681045188
317 - BACK PAIN,MS,42050.636462576316,5956.455997771527
316 - FEVER,DE,35627.1741553619,7738.283586338531
315 - HEADACHE,SD,40548.8641806425,11199.643831248257
313 - CHEST PAIN,AZ,41684.286990454246,13701.500537797894
316 - FEVER,IL,8812.790748064306,6786.569683738982
315 - HEADACHE,DE,33033.77994596431,5585.827463315816
313 - CHEST PAIN,AZ,5305.349883957241,10124.351745790269
317 - BACK PAIN,NE,6955.531083552678,3806.3651772325575
317 - BACK PAIN,OH,45679.10040751284,11574.500417400062
317 - BACK PAIN,RI,28740.36746105625,11437.66251944977
317 - BACK PAIN,WY,38115.589364083615,7259.592371833861
314 - ABDOMINAL PAIN,KS,42732.544569941565,13712.13184013882
316 - FEVER,AK,47731.40454040633,9026.17369846953
316 - FEVER,TX,44120.87815652582,10749.179408315242
314 - ABDOMINAL PAIN,DE,26749.015191378225,5514.941783260054
315 - HEADACHE,NC,20118.663832123017,8008.08402192
315 - HEADACHE,CA,11952.195629271719,13349.010483237218
317 - BACK PAIN,MA,23014.4667119276,5555.274571588114
313 - CHEST PAIN,CA,21492.211062252354,7686.892531109625
315 - HEADACHE,PA,30180.8678880143,6816.918533137559
313 - CHEST PAIN,NC,34947.923394074605,4813.322218377361
316 - FEVER,NH,49024.646440027136,6476.6150175304265
313 - CHEST PAIN,IN,37777.378374532964,5793.2674029026
316 - FEVER,AL,33968.68395993155,14083.123565535929
314 - ABDOMINAL PAIN,OR,20079.159542075417,11892.94565451355
314 - ABDOMINAL PAIN,WY,6552.674442424669,6793.218981393892
317 - BACK PAIN,NM,17965.63079846113,12160.068638912517
315 - HEADACHE,PA,39580.1555206828,3265.6794364064567
317 - BACK PAIN,MT,14237.237336171078,9318.29652925368
316 - FEVER,KY,37048.468715335155,6004.014764816077
317 - BACK PAIN,MD,31090.092915623714,4371.86486170217
313 - CHEST PAIN,AL,12733.55913877092,13605.102340061863
316 - FEVER,CO,16773.116283132345,5392.086411150871
314 - ABDOMINAL PAIN,MN,27333.66215689144,12868.693115355389
315 - HEADACHE,MO,23826.861729853135,7958.672129901254
316 - FEVER,VT,40035.37313960418,3171.489240488404
316 - FEVER,WA,38048.20891444611,11790.393951612303
313 - CHEST PAIN,RI,30855.85265628577,10156.317098632415
315 - HEADACHE,PA,42002.36201628164,7130.062598013832
314 - ABDOMINAL PAIN,PA,30320.129330793887,6378.551207115161
316 - FEVER,CA,48397.51654957671,3884.2950284452168
